Unnamed: 0,Player,Team,Age,Height,Weight,Position,Goals,Assists,YellowCards,RedCards,PassCompletionRate,DistanceCovered,Sprints,ShotsOnTarget,TacklesWon,CleanSheets,PlayerFatigue,MatchPressure,InjuryHistory,TrainingHours,FatigueInjuryCorrelation,PressurePerformanceImpact,EffectiveTraining,Season
154,Player A,Team A,19,186.5923103,,Defender,7,16,2,3,56.44942295,5.850743917,24,9,13,2,0.985650454,49,8,7.640422292,3.644974644,8.5,244.834105,2019
155,Player B,Team A,22,171.4472348,,Midfielder,27,1,5,3,,12.50673347,9,8,11,7,0.242055272,81,8,19.85259208,2.571128651,0.571428571,388.8887424,2022
156,Player C,Team C,30,167.9566725,62.91745355,Midfielder,,2,8,1,76.68388103,5.850215763,99,12,12,0,0.672135547,82,9,11.32755099,3.722992555,2.047619048,312.8861084,2019
157,Player B,Team A,33,197.4541023,69.12424542,Defender,10,19,5,2,82.02993834,11.30978056,47,0,5,9,0.761619615,23,4,6.456039922,0.730708947,17.5,154.6399795,2021
158,Player A,Team C,33,160.7409831,78.62905526,Defender,17,17,3,1,77.87158569,8.742451067,47,2,13,2,0.237637544,98,6,6.808535254,1.738509312,3.388888889,599.9378934,2022
159,Player D,Team A,20,,,Goalkeeper,26,14,4,0,77.97039989,8.38159518,60,13,14,2,0.728216349,72,4,13.75840571,0,2.074074074,792.0336115,2022
160,Player C,Team B,39,160.8650797,94.71063862,Defender,20,4,6,3,87.11450705,10.85503694,52,13,1,7,0.367783133,13,2,19.68604105,7.527743285,3.714285714,356.4823595,2020
161,Player A,Team A,21,179.3437219,,Midfielder,22,16,9,2,95.12037404,10.67669236,8,13,17,0,0.632305831,23,9,13.57926652,0.510970677,2.043478261,626.9194848,2020
162,Player D,Team B,28,180.0418951,,Defender,6,13,2,3,69.37987727,9.054529783,10,3,29,9,0.633529711,57,7,19.23562215,1.506135382,11.71428571,239.632834,2019
163,Player D,Team B,31,172.8664989,,Forward,28,0,8,0,76.84666477,7.783445678,26,6,9,4,0.535774684,62,7,11.66199276,0,1.482758621,299.4758434,2020
164,Player B,Team B,20,,,Midfielder,19,,0,0,94.65119922,10.0816876,58,3,24,6,0.09028977,54,8,11.53761655,1.228336167,0.55,248.392638,2022
165,Player A,Team B,33,175.0555015,105.0893058,Defender,26,8,7,2,,7.671025994,57,10,20,3,0.835302496,20,5,12.50011039,0.6347167,3.296296296,499.8857879,2020
166,Player D,Team A,39,186.8905176,73.39843623,Midfielder,15,,4,2,72.25744783,6.026413283,12,1,6,9,0.320780065,86,1,15.46138187,0.401759876,2.875,339.1956919,2022
167,Player C,Team C,32,191.2958323,111.687467,Goalkeeper,29,3,9,0,,12.99152447,64,1,21,2,0.18651851,52,2,10.5142395,0.248249121,0.433333333,570.8176957,2020
168,Player C,Team B,27,181.2300241,93.04370601,Forward,18,0,8,3,93.8650563,12.02309911,10,9,24,9,0.040775142,23,9,17.95829049,1.41696597,1.105263158,346.5523233,2020
169,Player B,Team A,26,183.5933758,107.565446,Goalkeeper,8,2,1,4,86.88361259,5.843509627,56,0,4,5,0.590892943,35,5,5.439220772,0.506479904,10.11111111,125.407288,2022
170,Player D,Team B,28,,88.23953734,Forward,11,19,0,3,55.00621954,6.626056037,66,6,7,4,0.677564362,67,0,11.59646293,0.27341566,2.833333333,578.5115451,2019
171,Player A,Team A,33,171.4932133,,Defender,13,,9,4,73.23854967,6.001666795,65,13,19,1,0.016587829,34,1,12.66487775,2.038052787,0.142857143,,2019
172,Player C,Team A,27,,87.96870901,Midfielder,290,15,6,1,60.59848115,12.90710225,23,8,12,5,0.512093058,33,7,14.10548357,0.942561558,0.085910653,2348.030991,2022
173,Player D,Team A,34,169.971814,75.97781646,Defender,6,10,9,2,65.86739494,12.72870863,83,11,6,2,0.226495775,46,7,9.141078685,4.808592131,11,278.9544233,2019
174,Player D,Team C,36,168.9954712,,Goalkeeper,,9,8,0,73.43772017,9.080346201,48,9,24,8,0.64517279,81,5,11.41219956,1.53495766,5.5,137.9347566,2019
175,Player B,Team A,19,,83.30556542,Midfielder,1600,11,4,1,,13.21400788,39,1,17,2,0.174366429,45,2,12.26806625,0.865649366,0.360248447,2514.216948,2021
176,Player C,Team A,19,182.5075502,,Defender,10,4,3,3,117.1675715,14.73958907,78,6,8,8,0.690937738,19,1,15.30364968,0.881122269,0.909090909,226.5402372,2022
177,Player C,Team C,23,197.7978968,,Defender,17,,3,4,82.16379412,14.70467082,69,13,11,5,0.386735346,94,5,16.60316277,0,5.166666667,,2020
178,Player A,Team C,36,167.8228259,,Midfielder,28,12,7,2,93.74491671,14.80857471,83,14,23,7,0.936729989,87,0,16.06740991,3.371750398,1.103448276,277.3622401,2020
179,Player C,Team A,25,,65.20087334,Midfielder,11,18,0,4,60.57303089,13.4638468,85,7,25,8,0.137520944,15,9,10.12374578,1.038026711,2.833333333,168.0285537,2021
180,Player A,Team C,20,,118.8974837,Goalkeeper,2,6,0,3,65.52825152,7.169879645,1,2,16,7,0.341066351,78,5,19.99175784,0.910043805,20.66666667,112.2996553,2022
181,Player C,Team B,31,,108.9172646,Forward,200,15,7,3,,5.574180266,53,3,9,1,0.113473521,66,8,17.72997968,0.869003123,2.285714286,477.452646,2020
182,Player B,Team B,33,170.2001461,105.2303419,Forward,130,,1,0,61.22733848,13.11659876,14,13,6,2,0.924693618,39,6,8.900350597,0.002228865,0.419847328,2465.407458,2019
183,Player C,Team C,18,170.5020092,,Midfielder,14,9,9,1,66.60200353,8.085437479,47,8,27,7,0.877339353,18,8,7.926587085,0.533266194,5.866666667,255.2355954,2020
184,Player A,Team C,38,161.5701221,87.4942157,Forward,18,9,5,2,94.167526,8.377537676,97,3,20,4,0.257941628,70,1,9.710318759,1.818010939,4.473684211,245.6508374,2022
185,Player A,Team A,20,172.2177691,59.59722317,Goalkeeper,9,10,1,0,56.9327396,5.729955992,53,5,4,9,0.659984046,59,4,11.78517279,0.415137589,1.2,373.0225579,2020
186,Player B,Team C,39,189.7841472,87.69331837,Forward,8,9,4,4,72.18737968,12.14711334,45,7,22,3,0.8172222,32,8,17.76199067,2.518783022,1.555555556,240.3436142,2021
187,Player C,Team A,35,,,Midfielder,,13,2,1,,9.307573931,56,9,14,5,0.555200812,21,6,16.67543396,0.071509544,4.6,256.3394252,2021
188,Player C,Team B,26,168.7718113,88.71264908,Goalkeeper,,14,6,2,111.7504419,7.042655042,54,1,15,5,0.529650578,40,8,17.76869185,0.405785369,0.2,397.7372327,2019
189,Player B,Team C,23,188.2492999,95.41053161,Midfielder,,6,8,4,54.80626646,11.52460964,59,0,26,6,0.241852291,92,5,9.079356724,1.37028545,,,2021
190,Player C,Team A,38,191.3060625,,Goalkeeper,3,,1,2,89.24399562,14.79884062,94,6,15,4,0.093102768,27,6,13.90191834,5.701118415,14,257.3684172,2020
191,Player C,Team A,18,,,Goalkeeper,18,,6,2,92.61665096,9.984003114,29,0,9,0,0.897215758,2,9,9.248735934,2.714821709,4.052631579,462.682596,2020
192,Player A,Team B,38,187.9229735,,Midfielder,,,7,1,87.07038003,11.06370198,27,3,13,7,0.900418057,97,4,6.635347411,1.926358003,1.6,161.6129518,2019
193,Player C,Team C,27,175.5180867,,Defender,16,10,9,4,76.96145272,6.628573531,51,4,19,0,0.633101457,80,5,15.26296615,0.093810894,5.823529412,452.8992413,2019
194,Player C,Team B,23,166.3965298,105.4213025,Midfielder,29,,7,0,88.63297326,6.609572843,96,1,16,3,0.339029791,39,0,7.144963268,1.022234328,2.1,,2019
195,Player B,Team A,29,175.9259797,61.95281857,Goalkeeper,,16,6,0,57.60078788,9.582414189,40,9,5,2,0.349209575,86,0,15.01546643,2.814530687,2.333333333,318.4305847,2022
196,Player B,Team A,21,183.1987128,52.5695588,Midfielder,24,15,3,0,89.01008003,13.44760364,20,12,0,2,0.725955679,56,1,14.71946457,0.573407504,2.48,198.2021316,2022
197,Player D,Team C,30,395.8442625,62.99022219,Midfielder,,0,3,2,71.17376094,14.09150021,86,3,10,5,0.89711026,13,3,17.15372667,0.707366857,,,2022
198,Player A,Team A,34,325.5000762,,Goalkeeper,,,9,3,87.51577672,11.41751682,41,10,0,7,0.887086424,56,8,7.093319068,3.233319358,,,2021
199,Player C,Team C,25,180.2957638,78.35882513,Forward,,8,8,1,61.38746972,8.605197209,12,10,11,4,0.779875546,66,6,16.75220223,6.086086887,,,2020
200,Player C,Team B,37,173.1567911,111.0764362,Goalkeeper,10,9,9,0,91.62717104,12.50039296,44,9,23,5,0.642031646,78,5,19.98914789,0.946904883,8.545454545,244.5005105,2021
201,Player D,Team C,20,360.6649355,86.72952788,Midfielder,,18,8,1,78.40582729,7.919403999,89,10,19,5,0.084139965,56,0,17.76563673,5.812569812,0.384615385,583.9523763,2020
202,Player C,Team C,29,160.9590179,51.55752463,Goalkeeper,0,14,4,2,50.36687552,7.195530843,53,6,14,0,0.161628714,28,4,16.27718114,1.63894498,66,154.1549844,2021
203,Player A,Team A,24,172.5210142,200.3399053,Goalkeeper,0,15,6,1,75.96335841,12.95427547,18,3,4,6,0.898554189,64,3,14.93248032,1.21505938,31,258.2179036,2019
204,Player D,Team A,29,192.7947259,,Forward,,10,6,0,65.51397397,12.5131801,26,10,9,0,0.60642906,71,4,11.32672227,3.178597205,,,2022
205,Player A,Team C,19,182.1576694,105.2565743,Defender,20,16,8,0,52.87509309,13.82105387,39,0,25,6,0.009197052,82,8,15.95750252,2.981708682,3.714285714,626.5158664,2020
206,Player D,Team A,31,178.0232997,61.76717849,Midfielder,15,,6,2,,10.76483911,6,11,16,7,0.101471543,64,2,15.86267053,2.766882397,3.75,205.4480808,2020
207,Player D,Team A,39,171.4210029,74.18124701,Midfielder,6,12,7,2,65.57350776,13.96714583,24,12,9,3,0.663501769,56,3,14.47247424,4.581505131,4.714285714,344.7746554,2020
208,Player B,Team A,22,171.9217009,103.2890001,Forward,,5,6,4,60.21950819,5.264783641,48,9,6,7,0.005061584,41,7,16.94417567,0,,,2021
209,Player A,Team C,26,175.3240573,116.796195,Goalkeeper,9,14,3,2,67.45610013,7.53715851,35,3,26,5,0.160808051,41,2,11.73145833,0.988499396,1.5,238.8724891,2021
210,Player C,Team A,38,193.4228284,76.00037655,Defender,15,15,1,3,58.98036081,13.04454533,70,10,17,5,0.548733789,4,2,6.818790682,0,3,174.9796482,2020
211,Player C,Team C,28,198.6885283,108.0580154,Midfielder,0,3,2,3,,9.236581933,83,11,5,8,0.691895198,57,8,13.38601591,0.581108463,69,54.87597312,2019
212,Player A,Team A,22,177.5462153,,Defender,21,7,6,0,55.76671884,7.393890549,23,5,8,5,0.65196126,30,4,8.975652931,0.393220388,2,460.4815518,2019
213,Player C,Team B,20,175.7341135,106.5025839,Defender,8,6,8,2,54.21562951,12.96139075,60,12,1,4,0.224269309,88,9,10.76649646,1.733763354,1.333333333,116.8506366,2019
214,Player C,Team A,34,193.862031,,Goalkeeper,5,16,1,3,95.50097134,13.22267722,91,13,21,9,0.712179221,84,0,5.261223559,0.560309507,9,219.6371701,2022
215,Player A,Team A,19,177.0762128,63.4920455,Goalkeeper,14,,6,3,95.13829006,9.562565803,68,11,27,9,0.237249087,46,6,10.74185882,6.244397351,6.2,,2020
216,Player D,Team C,18,182.0807269,71.17527722,Goalkeeper,3,1,3,4,91.40025993,9.665935444,51,4,11,5,0.325399698,56,6,17.13201659,6.106365778,17,70.10825447,2019
217,Player A,Team C,24,169.2376666,59.2239622,Midfielder,14,16,6,2,61.51627671,12.80936234,35,12,4,7,0.746491405,31,5,13.1408355,0.874073516,2.2,566.741668,2020
218,Player D,Team A,31,379.4802029,,Defender,9,3,4,4,86.29453051,12.71330966,94,3,14,8,0.649632899,88,5,5.147007904,3.81207233,2.3,162.2687703,2019
219,Player C,Team B,22,181.2795327,,Defender,24,13,6,1,79.48560661,13.66563937,50,1,12,9,0.84922341,7,2,12.0476573,4.588528137,2.48,504.6748444,2020
220,Player C,Team A,36,192.361382,95.07985675,Midfielder,1500,7,5,4,52.56167068,11.45532608,32,14,28,9,0.657612892,90,2,9.371774715,0.67934017,0.516556291,1559.608906,2022
221,Player C,Team A,28,,119.6153573,Forward,12,4,1,1,94.97928754,6.858914597,52,9,28,7,0.568308603,77,9,12.16325983,3.087550738,5.461538462,234.3188652,2020
222,Player B,Team B,19,168.6001907,50.84064142,Goalkeeper,18,4,6,1,99.89910436,10.49712804,87,10,1,7,0.093674768,54,8,11.07039082,1.608184214,3.157894737,261.5270608,2019
223,Player D,Team C,25,188.625422,87.86438693,Midfielder,,4,4,2,,8.823846624,73,5,14,6,0.367715803,8,0,18.97968829,0.554147202,,,2020
224,Player B,Team A,26,,90.15666183,Goalkeeper,25,4,8,1,61.57539076,5.27039115,37,11,13,0,0.265202368,55,6,5.617659484,0.716518682,0.807692308,521.7617095,2021
225,Player B,Team C,20,173.8442896,113.9946153,Defender,19,2,0,1,,6.965028621,43,5,8,3,0.243989643,69,9,15.25382017,1.64835458,1.3,132.2981086,2019
226,Player A,Team C,19,166.9043645,,Midfielder,,,0,4,,7.055781556,4,5,15,3,0.973010555,44,6,17.76539894,0.147854712,16.5,45.1733681,2020
227,Player B,Team B,24,160.1052862,88.05909938,Forward,,0,1,2,,5.823364808,30,3,1,2,0.393097725,13,7,19.38857877,0,,,2019
228,Player A,Team B,22,178.0361461,,Goalkeeper,21,7,7,2,85.86280097,9.533195984,8,7,0,3,0.892046555,93,5,7.664543398,1.592925506,3.5,539.8268301,2020
229,Player A,Team C,38,,68.82330132,Defender,28,12,8,1,65.05371161,10.08035091,31,0,24,1,0.631138626,20,7,12.96957203,0,3.379310345,418.5763783,2022
230,Player B,Team A,22,182.1963934,53.92203933,Defender,15,19,6,4,57.36029524,8.400118172,40,9,8,2,0.794811304,78,0,5.65384366,0.563468438,0.3125,321.3178833,2022
231,Player D,Team C,37,335.0432874,,Forward,100,5,0,4,,9.123592257,4,7,24,2,0.502637093,32,0,12.48775287,0.20459783,0.181818182,89.69988631,2019
232,Player D,Team A,30,194.3866219,53.68140299,Forward,14,17,6,4,,10.49492192,50,7,23,9,0.576903885,60,8,6.881871343,0.906103096,0.466666667,307.2304902,2019
233,Player D,Team A,38,170.3102086,,Goalkeeper,10,,7,4,98.43352614,6.204834852,53,4,19,0,0.492517694,50,3,17.56845012,6.117139143,6.909090909,,2019
234,Player D,Team B,37,169.0571842,71.51055503,Defender,220,15,6,0,74.20665062,10.62281307,90,8,13,6,0.195242988,27,2,6.708050039,0.032660457,1.434782609,399.8643644,2020
235,Player D,Team A,23,,87.35216811,Forward,29,7,4,1,60.63059703,12.0992499,27,11,24,3,0.722452115,25,5,12.69932541,3.976153495,2.133333333,204.7190833,2022
236,Player B,Team A,37,179.9540409,59.40078751,Midfielder,24,16,6,1,73.16400115,13.74761995,42,8,1,7,0.280772362,52,9,12.81644103,2.156957153,1.68,720.097254,2022
237,Player B,Team C,35,,115.2840976,Forward,29,7,9,1,80.10418605,8.015737078,11,9,0,8,0.024315966,68,8,19.57475747,3.551841697,2.8,395.6068043,2019
238,Player C,Team B,19,170.8744291,112.616487,Midfielder,100,14,1,2,90.06841584,12.47409462,68,3,27,1,0.645472296,21,9,14.82471041,4.677218102,1.818181818,395.932176,2019
239,Player D,Team A,23,166.7882096,63.29975564,Defender,2,9,8,2,72.63393054,11.06020844,71,13,9,1,0.177110679,18,3,9.317604396,1.706614725,16.66666667,160.4718289,2022
240,Player B,Team A,26,,,Goalkeeper,23,0,1,4,112.302798,10.02799032,16,13,22,1,0.940458584,39,8,8.611989649,0,2.291666667,217.2544811,2020
241,Player C,Team B,20,190.8035613,,Defender,23,8,1,2,105.1827715,14.19555546,7,1,21,7,0.953928577,15,4,6.923723085,0.489030694,1.958333333,273.6710128,2020
242,Player D,Team C,18,178.4931399,,Defender,16,16,4,3,94.98630082,11.20006729,97,0,18,1,0.91486439,53,6,16.34772086,0.945758439,3.058823529,198.3618914,2019
243,Player A,Team B,18,,,Defender,4,,7,1,61.81209444,8.66069422,86,7,17,5,0.3701587,38,2,15.36134984,0.462188024,7.8,,2020
244,Player C,Team B,36,189.4374157,67.57786008,Defender,12,0,5,1,86.40088126,12.12932928,17,7,23,4,0.015456617,48,2,14.14815691,2.276726562,2.923076923,184.5145423,2021
245,Player B,Team A,22,,114.086171,Goalkeeper,9,8,8,0,63.447439,14.59876987,9,10,19,9,0.928318563,52,2,5.612606644,1.790910724,0.3,247.6421317,2021
246,Player A,Team A,30,198.647121,109.6757445,Forward,40,13,5,0,,14.18178378,38,6,21,8,0.428184148,88,7,16.442433,0.450889726,3,295.1340827,2022
247,Player A,Team C,36,192.8412779,90.58829189,Goalkeeper,11,4,4,3,53.91818649,14.80269811,40,12,19,1,0.966654819,72,5,14.62831366,4.568690964,8.25,225.4554447,2021
248,Player A,Team A,29,,86.42424358,Goalkeeper,7,,0,0,60.36965247,5.950834296,43,12,28,0,0.963619977,28,8,19.45833302,1.34337258,4.125,189.3480617,2022
249,Player C,Team A,33,167.4466014,115.1508056,Goalkeeper,23,4,7,4,70.43506456,9.434436988,68,14,10,1,0.853009455,85,8,13.80803195,6.75226079,2.333333333,237.5142274,2021
250,Player B,Team B,36,165.0264458,115.2699448,Goalkeeper,110,,2,4,75.765829,9.32689291,42,14,8,9,0.294448892,16,7,9.5592786,1.516865806,0.045045045,1255.629109,2021
251,Player A,Team A,20,331.070285,117.8531088,Forward,15,15,1,1,67.64755311,8.838115677,80,10,14,4,0.385097729,16,0,10.72280828,1.952433323,2.8125,454.9428927,2021
252,Player D,Team C,29,189.926472,,Defender,1,15,6,4,78.67581639,6.784909093,46,2,27,7,0.851136672,35,5,7.637610581,1.353683535,34.5,112.6385708,2021
253,Player A,Team B,22,,,Forward,,9,1,0,66.26849183,13.32199016,74,2,15,7,0.316922005,17,3,15.84371273,2.596411133,9,93.91460807,2021
254,Player A,Team C,19,191.3173669,,Forward,17,,0,3,83.92194729,11.73078732,47,9,12,1,0.169492747,73,3,15.6158249,4.611857111,2.555555556,,2022
255,Player C,Team B,39,189.8501958,,Defender,,,1,4,75.56035203,11.05990419,18,7,20,4,0.556801262,99,2,8.009750232,0.504431538,,,2021
256,Player C,Team A,24,,51.29261334,Forward,1,,5,1,85.25546364,9.468531008,20,11,5,1,0.936154774,52,8,7.377339848,0,46,,2021
257,Player B,Team B,30,187.4546643,54.33825252,Goalkeeper,250,13,1,1,71.54894806,8.885220003,2,10,24,6,0.696029797,93,1,6.155073998,0,0.307692308,580.8350842,2020
258,Player D,Team B,32,160.734229,112.1656268,Goalkeeper,,8,0,0,106.4468352,12.86462245,55,7,14,9,0.57006117,82,0,18.67963616,5.014161695,2.136363636,205.3677195,2019
259,Player C,Team A,39,172.4711059,,Defender,11,2,0,4,69.10663865,10.26835093,42,1,14,7,0.097176494,12,9,8.496047505,0.248039428,0.916666667,236.1365927,2022
260,Player A,Team A,20,185.5128872,75.00896454,Defender,,,3,0,65.40668347,11.07651941,0,13,21,4,0.615007227,83,2,10.1624529,0.253681197,3.705882353,281.3510936,2022
261,Player B,Team C,38,160.3737981,112.3735432,Defender,,14,7,1,77.85425089,6.000032154,87,0,17,0,0.99005385,48,3,9.207567626,0.105903922,1.166666667,106.0956554,2021
262,Player A,Team C,37,161.3190777,91.55725521,Goalkeeper,16,,5,3,,9.714835242,35,0,10,6,0.140084015,22,3,11.20436904,0.854976782,3.411764706,301.7624213,2022
263,Player A,Team A,22,194.0755193,106.4133953,Defender,10,1,3,4,115.0292727,6.303150162,5,10,0,2,0.518329652,49,5,15.71073199,4.54564385,40,26.77512679,2022
264,Player C,Team A,25,187.3609945,79.92017498,Forward,7,1,5,3,,5.538336993,73,0,13,1,0.877373072,52,0,18.05893451,0.890520136,9.75,65.87268366,2020
265,Player B,Team A,39,170.6147893,57.93788291,Forward,13,,5,4,,11.89295018,45,2,24,5,0.740768618,79,0,7.738981243,1.402258999,1,256.8730709,2022
266,Player D,Team B,18,187.5185136,80.36089439,Midfielder,5,3,8,1,94.26327294,7.748137327,97,0,1,1,0.697015741,1,1,15.29618516,3.033852278,11.83333333,94.3878451,2022
267,Player D,Team B,25,191.6982668,82.01098586,Midfielder,,4,3,4,80.95484917,14.650536,87,7,1,9,0.702484084,66,3,10.28843213,1.578520731,8,154.6415999,2019
268,Player C,Team B,35,344.5435426,177.1321871,Defender,0,1,5,1,51.0850572,11.05498837,22,7,19,7,0.359491151,64,6,19.70790752,0.755291939,33,18.07488699,2021
269,Player C,Team A,37,,57.3907899,Midfielder,,6,9,2,93.5196772,11.45162032,19,8,25,2,0.293591844,8,5,9.483787389,3.369480139,14.8,52.03318982,2022
270,Player B,Team C,33,197.311165,119.3981304,Goalkeeper,6,18,0,1,,6.968228949,52,3,9,1,0.809361155,86,8,5.10789434,1.382536659,13,162.8610908,2019
271,Player D,Team A,35,173.8071935,,Goalkeeper,8,5,6,1,52.44249338,6.288828866,37,7,15,7,0.810113395,25,6,12.73459961,1.466313716,8.666666667,145.7921752,2021
272,Player D,Team B,37,164.2592705,63.89866825,Forward,13,,6,4,56.26422293,10.25408498,34,6,2,5,0.867072319,66,4,7.260966264,0,5.071428571,,2022
273,Player D,Team B,29,,,Forward,26,13,0,3,77.81780054,14.25561101,33,3,13,3,0.913240553,73,5,5.667416402,2.364195642,0.111111111,497.7432137,2020
274,Player A,Team A,30,190.7387118,87.60457256,Midfielder,8,11,7,1,,5.557451145,49,0,29,4,0.511342399,73,9,15.47403848,3.216177078,3.888888889,373.3466516,2020
275,Player D,Team A,30,168.8658926,,Midfielder,3,5,4,4,70.55839892,10.08171713,46,11,22,9,0.501516295,77,8,15.98388924,0.30543049,22.25,122.6120228,2021
276,Player A,Team B,27,170.779602,,Goalkeeper,28,12,8,1,98.7680324,6.987106998,35,10,6,6,0.798295179,70,0,11.9104852,2.866675329,1.482758621,622.6310169,2019
277,Player B,Team B,24,169.7085995,86.16580805,Forward,19,14,7,0,58.63880748,12.81984086,15,12,18,3,0.649963931,94,8,15.15328275,4.932994075,0.8,653.6335932,2021
278,Player A,Team B,31,199.6669221,92.67868186,Midfielder,,,2,0,60.30479116,11.8194875,86,2,18,6,0.701966877,79,5,13.07359172,4.561507116,,,2022
279,Player B,Team A,33,167.8961493,,Goalkeeper,3,,0,0,83.81741908,5.972065014,48,7,24,5,0.795792669,51,3,14.44701662,3.937035007,5,154.5729658,2019
280,Player D,Team B,32,183.0208087,51.75175711,Forward,,19,2,0,52.19891045,11.16337206,64,7,22,4,0.890005342,53,4,13.9505596,0.910427117,,,2020
281,Player D,Team B,29,197.0105857,89.94509278,Goalkeeper,,10,1,3,91.03430808,14.83600144,62,11,18,2,0.337995157,15,0,14.98734146,1.874459584,3.125,527.0341621,2021
282,Player B,Team C,26,165.8758628,111.893613,Goalkeeper,20,8,1,1,59.95155763,10.28139126,51,1,2,0,0.375582953,50,6,7.99445973,4.88268017,3.333333333,216.5775835,2022
283,Player C,Team A,25,198.8341679,51.217212,Forward,,11,3,0,76.5777082,7.854488786,72,6,12,7,0.09398194,71,7,9.030599301,4.938032967,4.304347826,549.7433681,2020
284,Player B,Team C,35,197.8990894,78.36274727,Goalkeeper,25,5,1,4,62.43815805,6.521352522,75,0,18,6,0.578280141,75,4,11.59944724,0,2.692307692,502.3517976,2019
285,Player C,Team C,35,195.3828795,114.8359215,Midfielder,21,,7,0,82.94409686,14.89642249,59,3,24,5,0.035942274,38,1,11.69192014,0.453056667,0.136363636,772.9550958,2020
286,Player A,Team B,30,168.5822609,74.72080816,Goalkeeper,13,2,4,2,,10.63815849,16,13,13,3,0.465598018,40,7,16.61617567,4.149941232,3.5,98.48010478,2021
287,Player A,Team A,35,185.3622022,82.11101769,Midfielder,8,0,0,2,,8.746984004,66,13,7,4,0.542644635,66,9,10.51090489,3.019625164,10,152.7047096,2022
